LIMIT_BAL,AGE,SEX,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,UTIL_RATIO,PAY_RATIO,AVG_BILL,AVG_PAY,MAX_DELAY,SCORE,DEFAULT,RISK_BAND,SECTOR,REGION,GST_COMPLIANT,GDP_GROWTH,REPO_RATE,UNEMPLOYMENT,EAD
490000,33,1,1,2,-1,2,-1,0,0,0,0.1204405705294479,0.0,27898.166666666668,9965.166666666666,2,433.0,0,Medium Risk,Retail & Trade,North,1,6.5,6.5,7.8,490000
360000,39,2,3,1,-1,-1,-1,-1,-1,-2,0.0137888505865261,0.0356495468277945,1378.0,550.6666666666666,-1,426.0,0,Medium Risk,Retail & Trade,Central,1,6.5,6.5,7.8,360000
210000,51,2,3,2,2,0,0,0,0,2,0.203784743882172,0.0468969062529208,45506.66666666666,1903.1666666666667,2,266.0,1,High Risk,Agri & Allied,West,0,6.5,6.5,7.8,210000
100000,24,2,1,2,0,0,0,0,-1,-1,0.3009169908300917,0.0516066859402518,27439.33333333333,8540.833333333334,0,457.0,0,Low Risk,Retail & Trade,South,1,6.5,6.5,7.8,100000
30000,29,1,1,2,0,0,-2,-1,0,0,0.9239692010266324,0.0,16161.166666666666,4419.166666666667,0,430.0,0,Medium Risk,Manufacturing,Central,1,6.5,6.5,7.8,30000
20000,24,1,3,2,1,-2,-2,-2,-2,-2,0.0,0.0,-1033.3333333333333,333.3333333333333,1,322.0,0,High Risk,Manufacturing,South,0,6.5,6.5,7.8,20000
490000,34,2,2,2,0,-1,-1,0,0,-1,0.0284795337152373,3.7460590427056464,26114.166666666668,26172.33333333333,0,510.0,0,Low Risk,Retail & Trade,West,1,6.5,6.5,7.8,490000
130000,31,1,2,2,0,0,0,0,0,0,0.0426996715409881,0.2701729106628242,8450.833333333334,1500.0,0,439.0,1,Medium Risk,Construction,Central,1,6.5,6.5,7.8,130000
50000,41,1,1,1,2,0,0,0,0,0,0.7831643367132657,0.0426200204290091,41767.66666666666,1733.6666666666667,2,253.0,1,High Risk,Retail & Trade,North,1,6.5,6.5,7.8,50000
270000,31,1,1,2,0,0,0,0,0,0,0.0352813508098118,0.1171407578461215,7716.666666666667,1135.8333333333333,0,449.0,0,Medium Risk,Services,North,1,6.5,6.5,7.8,270000
280000,38,2,2,1,0,0,0,0,0,0,0.8493576808654255,0.0462530800346477,221101.8333333333,12666.666666666666,0,479.0,0,Low Risk,Agri & Allied,South,1,6.5,6.5,7.8,280000
280000,25,2,2,2,1,2,-1,-1,-1,-1,0.0239784857911221,0.0032762472077438,2711.6666666666665,28610.0,2,386.0,0,Medium Risk,Construction,North,1,6.5,6.5,7.8,280000
90000,36,1,2,1,0,0,0,0,0,0,0.0861323763069299,0.193473494131304,10810.5,1366.6666666666667,0,442.0,1,Medium Risk,Services,North,1,6.5,6.5,7.8,90000
460000,28,2,2,1,0,0,0,-1,-1,-1,0.0555150967063115,0.0522750411152008,12482.833333333334,4099.833333333333,0,484.0,0,Low Risk,Agri & Allied,North,1,6.5,6.5,7.8,460000
80000,25,1,1,2,0,0,0,0,0,0,0.8468769140385746,0.0368992797260597,60140.5,2416.6666666666665,0,416.0,0,Medium Risk,Agri & Allied,West,1,6.5,6.5,7.8,80000
20000,23,2,2,2,0,0,0,0,2,0,0.6928653567321634,0.1082329172378959,16484.166666666668,1233.3333333333333,2,349.0,0,High Risk,Services,North,0,6.5,6.5,7.8,20000
70000,50,1,3,1,2,2,2,2,2,2,0.5869487578748875,0.0486760124610591,43431.5,1850.0,2,190.0,1,High Risk,Retail & Trade,East,0,6.5,6.5,7.8,70000
80000,27,2,3,1,0,0,0,0,0,0,0.3000337495781303,0.1261456423929345,12783.666666666666,6472.0,0,466.0,1,Low Risk,Retail & Trade,Central,1,6.5,6.5,7.8,80000
20000,64,1,2,1,-1,-1,-1,-1,-1,-1,0.0263986800659967,0.0,331.5,245.0,-1,394.0,1,Medium Risk,Manufacturing,North,1,6.5,6.5,7.8,20000
50000,34,2,2,1,0,0,0,0,0,0,0.998780024399512,0.042610280130554,32718.83333333333,1780.1666666666667,0,424.0,0,Medium Risk,Services,North,1,6.5,6.5,7.8,50000
350000,37,1,3,1,0,0,0,0,0,0,0.2007337121893937,0.2846793247744029,44106.16666666666,5509.333333333333,0,474.0,0,Low Risk,Services,North,1,6.5,6.5,7.8,350000
340000,39,2,2,2,0,0,0,0,0,0,0.1959494236781656,0.0375240153698367,61299.66666666666,2666.6666666666665,0,477.0,0,Low Risk,Manufacturing,East,1,6.5,6.5,7.8,340000
50000,51,1,2,1,0,0,0,2,2,6,0.2316553668926621,0.4316298342541436,24334.83333333333,5833.333333333333,6,380.0,1,Medium Risk,Agri & Allied,North,1,6.5,6.5,7.8,50000
180000,39,2,2,1,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,1,348.0,1,High Risk,Retail & Trade,North,0,6.5,6.5,7.8,180000
270000,26,2,1,2,0,0,0,0,0,0,0.4971648253154618,0.0446973986114008,72590.5,4079.1666666666665,0,454.0,0,Low Risk,Manufacturing,Central,1,6.5,6.5,7.8,270000
160000,32,2,1,2,-2,-2,-2,-2,-2,-2,0.0432434797282516,0.3452312138728323,5447.0,5155.833333333333,-2,457.0,0,Low Risk,Construction,East,1,6.5,6.5,7.8,160000
250000,29,2,2,1,-1,-1,-1,0,0,0,0.0015599937600249,0.0,24888.0,9922.666666666666,0,454.0,1,Low Risk,Manufacturing,East,1,6.5,6.5,7.8,250000
80000,40,1,2,1,0,0,0,0,0,0,0.894713816077299,0.0420095279341706,72817.0,3392.6666666666665,0,442.0,0,Medium Risk,Manufacturing,North,1,6.5,6.5,7.8,80000
500000,30,1,2,2,0,0,0,0,0,0,0.271267457465085,0.0371143141519519,113093.66666666669,4567.0,0,489.0,0,Low Risk,Agri & Allied,East,1,6.5,6.5,7.8,500000
100000,40,2,2,1,0,0,0,0,0,0,0.2670173298267017,0.0751975433471894,28565.666666666668,2834.6666666666665,0,464.0,0,Low Risk,Services,South,1,6.5,6.5,7.8,100000
50000,26,1,2,2,0,0,0,0,0,0,0.9050418991620168,0.0380960799045388,46587.0,1798.5,0,425.0,0,Medium Risk,Manufacturing,East,1,6.5,6.5,7.8,50000
500000,40,1,1,1,0,0,-2,-2,-2,-2,0.0362199275601448,0.0,3018.333333333333,0.0,0,433.0,0,Medium Risk,Agri & Allied,East,1,6.5,6.5,7.8,500000
400000,27,2,2,2,1,-2,-1,-1,-2,-1,0.0,0.0,345.0,590.0,1,361.0,0,High Risk,Retail & Trade,East,0,6.5,6.5,7.8,400000
80000,30,1,2,2,-1,-1,-1,-1,-1,-2,0.0335995800052499,0.8211230940870212,982.6666666666666,534.6666666666666,-1,421.0,1,Medium Risk,Manufacturing,West,1,6.5,6.5,7.8,80000
50000,54,1,2,2,2,0,0,0,0,0,0.9286014279714404,0.0378187456926257,37627.16666666666,1369.5,2,251.0,0,High Risk,Manufacturing,West,1,6.5,6.5,7.8,50000
110000,46,2,2,1,0,0,0,0,0,0,1.0086271942982337,0.0368450937801371,110957.5,3995.0,0,440.0,1,Medium Risk,Agri & Allied,West,1,6.5,6.5,7.8,110000
230000,28,1,2,2,-2,-2,-2,-2,-2,-2,0.0,0.0,1238.5,1299.3333333333333,-2,427.0,0,Medium Risk,Retail & Trade,East,1,6.5,6.5,7.8,230000
20000,54,1,1,1,0,0,0,0,0,0,0.5308734563271836,0.1883416517562859,16266.666666666666,2281.5,0,406.0,0,Medium Risk,Construction,South,0,6.5,6.5,7.8,20000
110000,51,1,2,1,0,0,0,0,0,0,0.4913682602885428,0.036483386368682,61461.66666666666,9923.5,0,440.0,1,Medium Risk,Services,East,0,6.5,6.5,7.8,110000
50000,23,2,2,1,0,0,0,0,0,0,0.6742465150696986,0.1486622767989559,30342.5,3010.0,0,435.0,0,Medium Risk,Construction,North,1,6.5,6.5,7.8,50000
60000,29,1,3,2,0,0,0,0,0,0,0.0751820802986616,0.2429078014184397,6781.333333333333,844.5,0,436.0,1,Medium Risk,Retail & Trade,South,1,6.5,6.5,7.8,60000
60000,36,2,3,1,1,2,2,2,0,0,0.954734087765204,0.0931466675976678,41307.16666666666,1317.0,2,294.0,1,High Risk,Construction,West,0,6.5,6.5,7.8,60000
60000,43,2,3,1,0,0,0,0,0,0,0.8223196280061998,0.0926207413712733,40815.333333333336,4792.833333333333,0,442.0,0,Medium Risk,Retail & Trade,Central,1,6.5,6.5,7.8,60000
60000,40,1,2,2,3,3,5,4,3,2,0.1623972933784437,0.1539250897896357,10259.0,333.3333333333333,5,207.0,0,High Risk,Retail & Trade,South,0,6.5,6.5,7.8,60000
250000,31,2,2,2,1,2,0,0,0,0,0.2395110419558321,0.0,71516.66666666667,13631.833333333334,2,404.0,1,Medium Risk,Manufacturing,West,1,6.5,6.5,7.8,250000
60000,37,1,1,1,0,0,0,0,0,0,0.9664005599906668,0.0439761321698341,38418.333333333336,1420.3333333333333,0,420.0,0,Medium Risk,Manufacturing,South,1,6.5,6.5,7.8,60000
180000,37,2,1,2,0,0,0,0,0,0,0.1922600429997611,0.2889505316689782,37665.16666666666,7000.0,0,474.0,0,Low Risk,Agri & Allied,South,1,6.5,6.5,7.8,180000
300000,31,2,1,2,0,0,0,-1,-1,0,0.1150496165012783,0.8691621277088887,26159.33333333333,10055.5,0,482.0,1,Low Risk,Retail & Trade,East,1,6.5,6.5,7.8,300000
160000,63,2,2,1,1,-2,-1,-1,-1,-1,0.0,0.0,956.5,1039.3333333333333,1,357.0,0,High Risk,Manufacturing,North,0,6.5,6.5,7.8,160000
130000,29,2,2,2,0,0,0,2,0,0,0.6660256459565695,0.047352312756251,91862.16666666669,4483.333333333333,2,393.0,0,Medium Risk,Agri & Allied,Central,1,6.5,6.5,7.8,130000
20000,25,1,2,2,1,2,2,2,2,0,0.9620518974051298,0.0883438133347191,20139.0,900.0,2,252.0,0,High Risk,Retail & Trade,West,1,6.5,6.5,7.8,20000
20000,42,2,2,1,1,2,2,2,0,0,0.4197290135493225,0.0,9583.5,664.6666666666666,2,269.0,0,High Risk,Agri & Allied,South,0,6.5,6.5,7.8,20000
20000,24,2,2,2,1,2,2,2,2,-2,0.2348382580870956,0.0,3374.5,384.0,2,267.0,1,High Risk,Retail & Trade,Central,1,6.5,6.5,7.8,20000
160000,28,2,1,2,-2,-2,-2,-2,-2,-2,0.0019749876563271,5.100946372239748,1413.8333333333333,1372.5,-2,437.0,0,Medium Risk,Services,South,1,6.5,6.5,7.8,160000
360000,38,1,1,2,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,-2,415.0,1,Medium Risk,Services,North,1,6.5,6.5,7.8,360000
330000,33,1,2,2,0,0,0,0,0,0,0.1545419559334668,0.0392156862745098,42854.5,2001.1666666666667,0,459.0,0,Low Risk,Retail & Trade,Central,1,6.5,6.5,7.8,330000
140000,28,2,2,1,0,0,0,0,0,0,0.7092520767708802,0.032276906653776,59662.66666666666,2099.833333333333,0,435.0,0,Medium Risk,Retail & Trade,West,0,6.5,6.5,7.8,140000
10000,26,1,2,2,0,0,0,0,0,0,0.986001399860014,0.1114378422226728,10727.833333333334,1032.0,0,413.0,0,Medium Risk,Retail & Trade,South,1,6.5,6.5,7.8,10000
20000,25,1,2,2,-1,-1,-1,-1,-1,0,0.0194990250487475,0.9974424552429668,455.0,325.0,0,402.0,0,Medium Risk,Services,North,1,6.5,6.5,7.8,20000
150000,32,2,2,1,-1,2,-1,0,0,0,0.0213598576009493,0.0,20602.666666666668,6078.5,2,418.0,0,Medium Risk,Retail & Trade,Central,1,6.5,6.5,7.8,150000
30000,33,2,2,2,1,2,0,0,0,0,1.0362654578180728,0.0,15473.333333333334,683.3333333333334,2,304.0,0,High Risk,Manufacturing,South,1,6.5,6.5,7.8,30000
70000,53,2,2,1,0,0,-1,-1,-2,-2,0.3520663990514421,0.0,6440.833333333333,2333.333333333333,0,429.0,0,Medium Risk,Manufacturing,South,0,6.5,6.5,7.8,70000
160000,44,2,3,1,2,2,-2,-2,-2,-2,0.0093749414066162,0.0,250.0,0.0,2,261.0,1,High Risk,Retail & Trade,West,0,6.5,6.5,7.8,160000
240000,44,2,1,1,-2,-2,-2,-2,-2,-2,0.0115457852258948,1.7157287157287158,3276.6666666666665,3077.5,-2,457.0,0,Low Risk,Retail & Trade,North,1,6.5,6.5,7.8,240000
130000,32,2,1,2,0,0,0,0,0,2,1.0161844908885316,0.0605574311537704,90599.83333333331,4759.833333333333,2,393.0,0,Medium Risk,Services,East,0,6.5,6.5,7.8,130000
160000,34,2,1,1,-1,-1,-1,-1,-1,-1,0.0026874832032299,0.9976798143851509,1727.3333333333333,3298.6666666666665,-1,464.0,0,Low Risk,Manufacturing,South,1,6.5,6.5,7.8,160000
170000,27,1,1,2,2,0,0,0,2,2,0.275874847795013,0.0582515991471215,43307.16666666666,1801.6666666666667,2,257.0,0,High Risk,Retail & Trade,Central,1,6.5,6.5,7.8,170000
80000,39,2,2,1,0,0,0,0,0,0,0.645541930725866,0.0580888759802497,48500.833333333336,2026.5,0,420.0,0,Medium Risk,Services,West,1,6.5,6.5,7.8,80000
170000,39,2,2,1,0,0,-1,0,0,0,0.5932259222004577,0.0198314328210213,44105.66666666666,5756.5,0,446.0,0,Medium Risk,Services,West,0,6.5,6.5,7.8,170000
50000,51,1,3,1,-1,-1,-1,-1,-1,0,0.3490530189396212,0.4777128451930789,11020.333333333334,8684.333333333334,0,452.0,0,Low Risk,Retail & Trade,South,1,6.5,6.5,7.8,50000
100000,42,1,1,1,2,0,0,0,0,0,0.959250407495925,0.0521229685073024,72535.0,2533.333333333333,2,275.0,0,High Risk,Retail & Trade,South,1,6.5,6.5,7.8,100000
230000,28,2,2,2,0,0,0,0,0,0,0.2825726844665893,0.0384656809194836,60074.333333333336,2666.6666666666665,0,479.0,0,Low Risk,Retail & Trade,South,1,6.5,6.5,7.8,230000
80000,26,1,2,2,0,0,0,0,0,0,1.0028999637504532,0.0498541765336391,54536.66666666666,1983.3333333333333,0,422.0,0,Medium Risk,Construction,East,1,6.5,6.5,7.8,80000
50000,27,2,2,1,0,0,-1,-1,-1,-1,0.1487770244595108,0.1381720430107527,3603.5,1159.5,0,444.0,1,Medium Risk,Manufacturing,South,1,6.5,6.5,7.8,50000
310000,38,2,3,2,-2,-2,-2,-1,0,0,0.0,196.16666666666663,12323.166666666666,9255.833333333334,0,460.0,0,Low Risk,Construction,North,1,6.5,6.5,7.8,310000
330000,45,2,2,1,0,0,0,0,0,0,0.3751897721522056,0.0411908184857932,135064.83333333334,5950.0,0,474.0,0,Low Risk,Agri & Allied,Central,1,6.5,6.5,7.8,330000
120000,63,2,3,1,0,0,0,0,0,0,0.411613236556362,0.0607348921955663,48600.333333333336,2166.6666666666665,0,415.0,0,Medium Risk,Retail & Trade,South,1,6.5,6.5,7.8,120000
200000,27,1,2,2,0,-1,-1,-1,-2,-2,0.0396698016509917,2.0340264650283557,4951.5,2856.6666666666665,0,471.0,0,Low Risk,Manufacturing,East,1,6.5,6.5,7.8,200000
140000,40,1,1,1,2,0,0,2,2,2,0.977028735509032,0.0369262936265407,137450.83333333334,5775.5,2,244.0,1,High Risk,Retail & Trade,Central,1,6.5,6.5,7.8,140000
50000,28,2,4,1,0,0,0,0,0,-2,0.1802763944721105,0.3327787021630615,7778.666666666667,1666.6666666666667,0,443.0,0,Medium Risk,Retail & Trade,West,1,6.5,6.5,7.8,50000
20000,51,2,2,1,-1,-1,-2,-2,-2,-2,0.519974001299935,0.0,1733.3333333333333,333.3333333333333,-1,375.0,0,High Risk,Manufacturing,South,0,6.5,6.5,7.8,20000
20000,39,1,1,1,-1,-1,-1,-1,-1,-1,0.031398430078496,1.1128775834658189,629.6666666666666,783.3333333333334,-1,409.0,0,Medium Risk,Agri & Allied,Central,0,6.5,6.5,7.8,20000
390000,48,1,2,1,0,0,0,0,0,0,0.083866451624483,0.0917178758139961,19634.666666666668,2319.0,0,455.0,0,Low Risk,Construction,West,1,6.5,6.5,7.8,390000
290000,24,2,1,2,1,-2,-2,-1,0,-1,0.0,0.0,900.0,2064.0,1,354.0,0,High Risk,Agri & Allied,East,1,6.5,6.5,7.8,290000
170000,42,1,3,1,0,0,0,0,0,0,1.1286110081705405,0.0369007536509855,149075.0,4888.166666666667,0,455.0,0,Low Risk,Services,North,1,6.5,6.5,7.8,170000
180000,27,1,1,2,2,0,0,2,0,0,0.0559441336437019,0.1489425081918379,12845.0,833.3333333333334,2,263.0,0,High Risk,Manufacturing,South,0,6.5,6.5,7.8,180000
240000,36,1,3,2,0,0,0,0,0,0,0.5627184886729638,0.0740444562915574,100131.33333333331,7500.0,0,452.0,0,Low Risk,Retail & Trade,North,1,6.5,6.5,7.8,240000
190000,27,2,1,2,0,0,0,0,0,0,0.3823979873790138,0.0275265975749067,44094.833333333336,1600.3333333333333,0,457.0,1,Low Risk,Manufacturing,East,1,6.5,6.5,7.8,190000
80000,41,2,2,1,0,0,0,2,0,0,0.9809877376532792,0.0395000063709687,68454.33333333333,2393.1666666666665,2,370.0,1,High Risk,Agri & Allied,Central,0,6.5,6.5,7.8,80000
100000,30,2,3,1,1,2,2,0,0,0,0.4680853191468085,0.042725913266396,45368.833333333336,1450.0,2,312.0,0,High Risk,Construction,Central,0,6.5,6.5,7.8,100000
350000,33,2,3,1,-1,0,-1,-1,-1,-1,0.1769623515361384,0.0862636830378765,22647.33333333333,3806.1666666666665,0,467.0,0,Low Risk,Agri & Allied,East,1,6.5,6.5,7.8,350000
150000,27,2,1,2,-2,-2,-2,-2,-2,-2,0.2379184138772408,0.415253999831881,16772.833333333332,11059.5,-2,466.0,0,Low Risk,Manufacturing,East,1,6.5,6.5,7.8,150000
400000,27,1,2,2,0,0,0,0,0,0,0.0383249041877395,0.1631335203183093,12742.166666666666,2753.5,0,477.0,0,Low Risk,Retail & Trade,South,0,6.5,6.5,7.8,400000
30000,33,2,2,1,-1,-1,-1,-1,-1,-1,0.0129995666811106,0.9974424552429668,325.0,390.0,-1,413.0,0,Medium Risk,Agri & Allied,West,1,6.5,6.5,7.8,30000
200000,29,2,2,1,0,0,0,0,0,-2,1.0226998865005674,0.0351321488985147,89672.16666666667,2497.6666666666665,0,436.0,0,Medium Risk,Retail & Trade,North,1,6.5,6.5,7.8,200000
50000,46,2,2,1,0,0,0,-2,-2,-2,0.5743485130297394,0.0348201539050802,9647.333333333334,166.66666666666666,0,405.0,1,Medium Risk,Services,North,0,6.5,6.5,7.8,50000
30000,39,1,2,1,1,2,0,0,0,0,1.018599380020666,0.0042212041884816,28458.0,1106.6666666666667,2,310.0,0,High Risk,Services,Central,0,6.5,6.5,7.8,30000
420000,39,1,1,2,0,0,0,0,0,0,0.9608358075337916,0.0339558868351864,365241.0,13216.166666666666,0,490.0,0,Low Risk,Agri & Allied,Central,0,6.5,6.5,7.8,420000
110000,31,2,1,2,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,1,342.0,0,High Risk,Retail & Trade,South,0,6.5,6.5,7.8,110000
400000,27,1,1,2,0,0,-1,-1,0,-1,0.0083974790063024,1.7958333333333334,7986.166666666667,8406.5,0,481.0,0,Low Risk,Retail & Trade,East,0,6.5,6.5,7.8,400000
470000,37,2,1,1,-2,-2,-2,-2,-2,-1,0.0,0.0,154.0,5599.5,-1,456.0,0,Low Risk,Manufacturing,North,1,6.5,6.5,7.8,470000
30000,34,2,2,1,2,2,2,2,0,0,1.0581647278424051,0.0566982707027435,31319.0,1037.8333333333333,2,220.0,1,High Risk,Retail & Trade,South,1,6.5,6.5,7.8,30000
220000,27,2,2,2,-1,-1,-1,-1,0,-1,0.0047772510124953,0.6986692015209125,927.3333333333334,927.3333333333334,0,430.0,1,Medium Risk,Retail & Trade,Central,0,6.5,6.5,7.8,220000
50000,35,2,3,1,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,1,342.0,0,High Risk,Agri & Allied,Central,0,6.5,6.5,7.8,50000
100000,30,1,2,2,2,4,4,4,3,2,0.8989710102898971,0.054505611853302,92770.5,3000.0,4,221.0,1,High Risk,Agri & Allied,North,1,6.5,6.5,7.8,100000
20000,24,2,1,2,0,0,0,0,0,0,1.2072396380180992,0.0838199362239615,21009.166666666668,1539.0,0,404.0,0,Medium Risk,Manufacturing,Central,1,6.5,6.5,7.8,20000
80000,26,2,3,2,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,1,340.0,1,High Risk,Retail & Trade,Central,1,6.5,6.5,7.8,80000
350000,34,2,2,2,1,-1,2,-1,0,-1,0.0,30.952380952380956,4371.5,6287.833333333333,2,360.0,0,High Risk,Manufacturing,West,0,6.5,6.5,7.8,350000
20000,27,1,2,2,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,1,331.0,1,High Risk,Manufacturing,East,0,6.5,6.5,7.8,20000
360000,29,1,1,2,0,0,0,-2,-1,-1,0.6386871147580145,0.0213326722596975,44158.0,1177.5,0,436.0,0,Medium Risk,Services,Central,1,6.5,6.5,7.8,360000
50000,22,2,1,2,0,0,0,0,0,0,0.9817003659926802,0.0417014688206653,34084.5,5145.333333333333,0,435.0,0,Medium Risk,Manufacturing,West,1,6.5,6.5,7.8,50000
210000,40,2,1,1,1,2,2,2,0,0,0.3173080128189866,0.0,49600.5,3382.0,2,342.0,0,High Risk,Retail & Trade,South,0,6.5,6.5,7.8,210000
210000,31,1,1,2,0,0,0,0,0,0,0.1716277541535516,0.0554892766972782,38486.5,2059.6666666666665,0,456.0,0,Low Risk,Manufacturing,Central,1,6.5,6.5,7.8,210000
150000,26,2,4,1,1,-2,-2,-2,-1,-1,0.0,0.0,123.5,401.6666666666667,1,352.0,0,High Risk,Services,South,0,6.5,6.5,7.8,150000
160000,38,2,1,1,-1,-1,-1,-1,2,-1,0.0279560752745295,1.0424675905230218,10546.166666666666,7357.0,2,405.0,0,Medium Risk,Agri & Allied,Central,1,6.5,6.5,7.8,160000
180000,24,2,2,2,1,2,2,2,2,2,0.6032188710062721,0.0,106377.5,3329.6666666666665,2,283.0,1,High Risk,Manufacturing,North,1,6.5,6.5,7.8,180000
30000,37,2,3,1,1,2,2,2,0,0,0.9453351554948168,0.0,21258.0,674.1666666666666,2,269.0,0,High Risk,Retail & Trade,West,0,6.5,6.5,7.8,30000
400000,26,2,1,2,-1,0,0,0,0,0,0.0071774820562948,1.3983286908077994,6425.166666666667,3939.8333333333335,0,470.0,0,Low Risk,Services,West,1,6.5,6.5,7.8,400000
170000,31,2,2,1,0,0,0,0,0,0,0.6028023364568443,0.0508401803313882,107317.0,4717.0,0,456.0,0,Low Risk,Construction,North,0,6.5,6.5,7.8,170000
320000,55,1,1,2,2,2,2,2,0,0,0.6267011665588545,0.0478693167652309,178084.83333333334,5330.833333333333,2,252.0,1,High Risk,Manufacturing,East,0,6.5,6.5,7.8,320000
500000,37,2,1,2,-1,-1,-1,-1,0,0,0.0083359833280333,4.597985128328136,19119.166666666668,17876.666666666668,0,495.0,0,Low Risk,Services,West,0,6.5,6.5,7.8,500000
50000,24,2,2,2,0,0,0,0,2,0,0.872522549549009,0.0687631796094251,41246.0,2086.833333333333,2,358.0,0,High Risk,Construction,South,1,6.5,6.5,7.8,50000
100000,28,1,2,2,-1,-1,-1,-1,-1,-1,0.0094199058009419,0.4135737009544008,482.0,325.0,-1,420.0,0,Medium Risk,Construction,West,1,6.5,6.5,7.8,100000
120000,26,2,1,2,0,0,0,0,0,0,0.9244422963141974,0.039951322846712,89355.33333333333,3433.333333333333,0,447.0,0,Medium Risk,Agri & Allied,East,1,6.5,6.5,7.8,120000
150000,38,2,2,1,0,0,0,0,0,0,0.9997066686222092,0.0400112031368783,119458.33333333331,4073.3333333333335,0,452.0,0,Low Risk,Agri & Allied,South,1,6.5,6.5,7.8,150000
260000,37,1,2,2,-1,-1,-1,-1,-1,-2,0.011538417159934,0.0499833388870376,156.0,191.66666666666663,-1,423.0,0,Medium Risk,Retail & Trade,South,1,6.5,6.5,7.8,260000
500000,47,2,1,2,-2,-2,-2,-2,-2,-2,0.0,1133.862499999982,29570.166666666668,29636.83333333333,-2,487.0,0,Low Risk,Services,North,0,6.5,6.5,7.8,500000
20000,32,2,2,2,-1,-1,-1,-1,-1,0,0.488125593720314,0.0947357640311347,3187.333333333333,1558.0,0,404.0,0,Medium Risk,Retail & Trade,Central,1,6.5,6.5,7.8,20000
120000,34,2,2,1,2,2,2,2,2,2,0.5344872126065616,0.0452135952603679,66524.16666666667,2675.0,2,221.0,1,High Risk,Agri & Allied,North,0,6.5,6.5,7.8,120000
580000,33,2,2,2,0,0,0,0,-1,-1,0.0324344268371951,0.1063094668580237,13788.666666666666,7965.0,0,479.0,0,Low Risk,Retail & Trade,Central,1,6.5,6.5,7.8,580000
90000,37,1,2,1,2,-1,-1,0,0,0,1.308796568927012,0.0571506188770226,68829.83333333333,17429.166666666668,2,302.0,0,High Risk,Services,North,0,6.5,6.5,7.8,90000
60000,63,2,3,1,0,0,0,0,0,0,0.9380676988716856,0.0888320363856021,41059.0,3030.333333333333,0,437.0,0,Medium Risk,Services,Central,1,6.5,6.5,7.8,60000
210000,33,2,2,1,0,0,0,0,0,0,0.9828953195460974,0.0414030327987985,150371.66666666666,6385.166666666667,0,456.0,0,Low Risk,Manufacturing,West,1,6.5,6.5,7.8,210000
200000,52,1,1,1,-1,-1,-1,-1,-1,-1,0.0117149414252928,1.6821672354948805,2009.6666666666667,1859.6666666666667,-1,433.0,0,Medium Risk,Services,South,0,6.5,6.5,7.8,200000
50000,34,2,1,1,0,0,0,-1,0,0,0.5593088138237235,0.0453033932849429,14938.666666666666,2112.333333333333,0,424.0,0,Medium Risk,Retail & Trade,Central,1,6.5,6.5,7.8,50000
70000,40,2,2,1,-1,-1,2,-1,-1,-1,0.0055713489807288,1.9948849104859332,455.0,325.0,2,362.0,0,High Risk,Services,West,0,6.5,6.5,7.8,70000
260000,35,2,1,1,0,0,0,0,0,0,0.3439217541470994,0.0400129723443039,76787.16666666667,2105.0,0,456.0,0,Low Risk,Retail & Trade,East,1,6.5,6.5,7.8,260000
160000,43,2,2,1,-1,-1,-1,-1,-1,-1,0.0351060305873088,0.0475258098967604,3853.0,3002.6666666666665,-1,456.0,0,Low Risk,Retail & Trade,North,1,6.5,6.5,7.8,160000
70000,36,2,2,2,-1,2,2,2,2,2,0.0165140497992885,1.766637856525497,2773.833333333333,1340.6666666666667,2,331.0,1,High Risk,Construction,East,1,6.5,6.5,7.8,70000
100000,50,2,2,1,2,2,2,2,2,2,0.4407755922440776,0.045373080151546,47163.0,2240.1666666666665,2,190.0,1,High Risk,Retail & Trade,West,1,6.5,6.5,7.8,100000
510000,29,2,1,2,0,0,0,0,0,0,0.1535898949217746,0.5107746514834295,85535.16666666667,26745.0,0,517.0,0,Low Risk,Services,East,1,6.5,6.5,7.8,510000
10000,22,2,2,2,1,-2,-2,-2,-2,-2,0.0,0.0,-66.66666666666667,66.66666666666667,1,322.0,0,High Risk,Retail & Trade,East,0,6.5,6.5,7.8,10000
400000,34,1,1,1,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,-2,427.0,0,Medium Risk,Retail & Trade,West,1,6.5,6.5,7.8,400000
210000,43,2,2,1,0,0,0,0,0,0,0.4340550759282098,0.0367294548725768,86229.5,3074.833333333333,0,455.0,0,Low Risk,Retail & Trade,South,1,6.5,6.5,7.8,210000
120000,25,2,2,2,2,3,3,3,4,4,0.7886184281797651,0.0570607379855446,101391.16666666669,5116.666666666667,4,210.0,0,High Risk,Agri & Allied,Central,0,6.5,6.5,7.8,120000
250000,51,1,1,1,3,2,2,2,2,2,0.0099479602081591,0.0,2487.0,0.0,3,199.0,1,High Risk,Retail & Trade,North,0,6.5,6.5,7.8,250000
